                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3372,                 5.2765,                0.86477,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018992,             0.00018992,             0.00018992
                      2,                 1.2321,                 3.5286,                0.82374,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036927,             0.00036927,             0.00036927
                      3,                 1.1397,                 2.7376,                0.82448,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003894,              0.0003894,              0.0003894
                      4,                 1.0603,                 2.3525,                0.82188,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003894,              0.0003894,              0.0003894
                      5,                 1.0849,                 2.0984,                0.81691,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003756,              0.0003756,              0.0003756
                      6,                 1.0429,                 1.9387,                  0.811,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003618,              0.0003618,              0.0003618
                      7,                 1.0294,                 1.7796,                0.81096,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000348,               0.000348,               0.000348
                      8,                 1.0212,                 1.6356,                0.80789,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003342,              0.0003342,              0.0003342
                      9,                 1.0152,                 1.5536,                0.80574,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003204,              0.0003204,              0.0003204
                     10,                0.97707,                 1.4035,                0.80299,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003066,              0.0003066,              0.0003066
                     11,                0.94647,                 1.2957,                0.79763,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002928,              0.0002928,              0.0002928
                     12,                 0.9847,                 1.2887,                0.80965,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000279,               0.000279,               0.000279
                     13,                0.94811,                 1.1819,                0.79306,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002652,              0.0002652,              0.0002652
                     14,                0.93668,                  1.137,                0.79532,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002514,              0.0002514,              0.0002514
                     15,                0.94335,                 1.1005,                0.79915,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002376,              0.0002376,              0.0002376
                     16,                0.88736,                 1.0169,                0.79484,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002238,              0.0002238,              0.0002238
                     17,                0.90451,                0.98559,                0.79219,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00021,                0.00021,                0.00021
                     18,                0.87661,                0.93619,                0.79001,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001962,              0.0001962,              0.0001962
                     19,                0.89111,                 0.9063,                0.78694,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001824,              0.0001824,              0.0001824
                     20,                0.88321,                0.89373,                0.78792,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001686,              0.0001686,              0.0001686
                     21,                0.88932,                0.94265,                0.78654,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001548,              0.0001548,              0.0001548
                     22,                0.87922,                0.90596,                0.78208,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000141,               0.000141,               0.000141
                     23,                0.85611,                0.86453,                0.77585,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001272,              0.0001272,              0.0001272
                     24,                0.85747,                0.84638,                0.78225,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001134,              0.0001134,              0.0001134
                     25,                0.84234,                0.84175,                0.77722,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             9.9605e-05,             9.9605e-05,             9.9605e-05
                     26,                0.84633,                0.80946,                0.77625,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.5805e-05,             8.5805e-05,             8.5805e-05
                     27,                 0.8186,                0.78837,                0.77616,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             7.2005e-05,             7.2005e-05,             7.2005e-05
                     28,                 0.8256,                0.77749,                 0.7742,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.8206e-05,             5.8206e-05,             5.8206e-05
                     29,                0.79923,                0.75007,                 0.7727,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             4.4406e-05,             4.4406e-05,             4.4406e-05
                     30,                0.80173,                0.74397,                 0.7703,                0.96152,                0.64499,                0.73412,                0.50239,                0.82934,                0.51397,                0.75302,             3.0606e-05,             3.0606e-05,             3.0606e-05
