                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3162,                 5.5687,                 0.9323,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00017927,             0.00017927,             0.00017927
                      2,                  1.207,                  3.709,                0.89491,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034856,             0.00034856,             0.00034856
                      3,                 1.1264,                 2.8594,                0.89791,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038939,             0.00038939,             0.00038939
                      4,                 1.1098,                 2.5378,                0.89403,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038939,             0.00038939,             0.00038939
                      5,                 1.0816,                 2.2807,                0.88526,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037559,             0.00037559,             0.00037559
                      6,                 1.0477,                 2.0769,                0.88803,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036178,             0.00036178,             0.00036178
                      7,                 1.0234,                 1.8429,                 0.8755,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034798,             0.00034798,             0.00034798
                      8,                 1.0027,                 1.6685,                0.87156,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033417,             0.00033417,             0.00033417
                      9,                0.96571,                 1.5471,                0.86318,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032037,             0.00032037,             0.00032037
                     10,                 0.9635,                 1.4818,                0.86559,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030656,             0.00030656,             0.00030656
                     11,                 0.9553,                 1.3968,                0.86482,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029276,             0.00029276,             0.00029276
                     12,                0.96782,                 1.3524,                0.87042,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027895,             0.00027895,             0.00027895
                     13,                0.96253,                 1.2989,                0.86236,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026515,             0.00026515,             0.00026515
                     14,                 0.9343,                 1.1869,                0.86449,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025134,             0.00025134,             0.00025134
                     15,                0.92741,                 1.1341,                0.85463,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023754,             0.00023754,             0.00023754
                     16,                0.89655,                 1.0794,                0.85475,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022373,             0.00022373,             0.00022373
                     17,                 0.8994,                  1.053,                0.85874,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020993,             0.00020993,             0.00020993
                     18,                0.87691,                0.98908,                0.84881,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019612,             0.00019612,             0.00019612
                     19,                0.88093,                0.97924,                 0.8495,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018232,             0.00018232,             0.00018232
                     20,                0.87475,                0.95178,                0.84663,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016851,             0.00016851,             0.00016851
                     21,                0.87545,                 1.0052,                0.85003,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00015471,             0.00015471,             0.00015471
                     22,                0.87381,                0.96559,                0.84689,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001409,              0.0001409,              0.0001409
                     23,                0.85898,                0.92177,                0.84385,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001271,              0.0001271,              0.0001271
                     24,                0.86321,                0.89577,                0.84251,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00011329,             0.00011329,             0.00011329
                     25,                0.85141,                0.88274,                0.84169,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              9.949e-05,              9.949e-05,              9.949e-05
                     26,                0.84121,                0.84369,                0.84254,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.5685e-05,             8.5685e-05,             8.5685e-05
                     27,                0.81897,                0.83096,                 0.8439,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              7.188e-05,              7.188e-05,              7.188e-05
                     28,                0.82392,                0.80696,                0.83649,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.8076e-05,             5.8076e-05,             5.8076e-05
                     29,                0.81069,                0.79311,                0.83556,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             4.4271e-05,             4.4271e-05,             4.4271e-05
                     30,                0.79951,                0.77389,                0.83461,                0.91033,                0.67609,                0.75344,                0.49688,                0.84243,                0.55012,                0.81436,             3.0466e-05,             3.0466e-05,             3.0466e-05
