                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2858,                 5.3773,                0.68813,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001385,              0.0001385,              0.0001385
                      2,                 1.1856,                 3.5592,                 0.6563,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026929,             0.00026929,             0.00026929
                      3,                  1.128,                 2.7799,                0.66509,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038942,             0.00038942,             0.00038942
                      4,                 1.0775,                 2.4427,                0.65105,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038942,             0.00038942,             0.00038942
                      5,                 1.0441,                 2.1649,                0.65361,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037563,             0.00037563,             0.00037563
                      6,                 1.0466,                 1.9322,                0.65226,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036184,             0.00036184,             0.00036184
                      7,                 1.0146,                  1.772,                0.65566,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034805,             0.00034805,             0.00034805
                      8,                0.98937,                 1.6001,                0.64589,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033426,             0.00033426,             0.00033426
                      9,                0.97908,                 1.4929,                0.64373,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032047,             0.00032047,             0.00032047
                     10,                0.94336,                 1.3626,                 0.6394,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030668,             0.00030668,             0.00030668
                     11,                0.96027,                 1.3088,                0.64578,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029289,             0.00029289,             0.00029289
                     12,                  0.938,                 1.2191,                0.64152,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002791,              0.0002791,              0.0002791
                     13,                0.92112,                 1.1503,                 0.6327,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026531,             0.00026531,             0.00026531
                     14,                0.91575,                 1.1131,                0.63586,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025152,             0.00025152,             0.00025152
                     15,                0.92038,                 1.0573,                0.63779,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023773,             0.00023773,             0.00023773
                     16,                0.90856,                 1.0156,                0.63711,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022394,             0.00022394,             0.00022394
                     17,                0.87825,                 0.9624,                0.63304,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021015,             0.00021015,             0.00021015
                     18,                 0.8752,                0.92755,                0.63029,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019636,             0.00019636,             0.00019636
                     19,                0.87854,                0.91478,                0.62813,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018257,             0.00018257,             0.00018257
                     20,                 0.8606,                0.85756,                0.62762,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016878,             0.00016878,             0.00016878
                     21,                0.85493,                0.89555,                0.62742,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00015499,             0.00015499,             0.00015499
                     22,                0.84549,                0.86923,                0.62118,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001412,              0.0001412,              0.0001412
                     23,                0.82525,                0.83513,                0.62197,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00012741,             0.00012741,             0.00012741
                     24,                0.83147,                0.80848,                0.62292,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00011362,             0.00011362,             0.00011362
                     25,                0.82293,                0.80267,                0.61929,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             9.9826e-05,             9.9826e-05,             9.9826e-05
                     26,                0.80668,                0.77104,                0.61944,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.6035e-05,             8.6035e-05,             8.6035e-05
                     27,                0.78851,                 0.7589,                0.61567,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             7.2245e-05,             7.2245e-05,             7.2245e-05
                     28,                 0.7879,                0.73134,                0.62057,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.8455e-05,             5.8455e-05,             5.8455e-05
                     29,                0.77391,                0.72722,                0.61417,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             4.4665e-05,             4.4665e-05,             4.4665e-05
                     30,                0.77191,                0.71194,                0.61977,                0.93782,                 0.7049,                0.76716,                0.51731,                0.79802,                 0.5027,                0.59884,             3.0875e-05,             3.0875e-05,             3.0875e-05
