                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5023,                 4.8618,                0.82845,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018714,             0.00018714,             0.00018714
                      2,                  1.395,                 3.3157,                0.80026,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036387,             0.00036387,             0.00036387
                      3,                 1.2775,                 2.5763,                0.79158,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038942,             0.00038942,             0.00038942
                      4,                 1.2462,                 2.2806,                0.79249,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038942,             0.00038942,             0.00038942
                      5,                 1.2414,                 2.0321,                0.78875,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037562,             0.00037562,             0.00037562
                      6,                 1.1822,                 1.8671,                 0.7855,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036183,             0.00036183,             0.00036183
                      7,                 1.1292,                 1.6458,                0.77237,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034804,             0.00034804,             0.00034804
                      8,                 1.1229,                 1.4992,                0.77243,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033425,             0.00033425,             0.00033425
                      9,                 1.0886,                  1.403,                 0.7742,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032046,             0.00032046,             0.00032046
                     10,                 1.0921,                  1.332,                0.76858,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030667,             0.00030667,             0.00030667
                     11,                 1.0967,                  1.242,                0.77423,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029287,             0.00029287,             0.00029287
                     12,                 1.0946,                 1.2089,                0.76436,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027908,             0.00027908,             0.00027908
                     13,                 1.0808,                 1.1622,                0.76622,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026529,             0.00026529,             0.00026529
                     14,                   1.03,                 1.0532,                0.76024,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002515,              0.0002515,              0.0002515
                     15,                 1.0376,                 1.0069,                0.76546,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023771,             0.00023771,             0.00023771
                     16,                 1.0174,                0.96157,                0.76424,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022391,             0.00022391,             0.00022391
                     17,                0.99757,                  0.939,                0.76105,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021012,             0.00021012,             0.00021012
                     18,                0.96794,                0.88825,                 0.7504,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019633,             0.00019633,             0.00019633
                     19,                0.98788,                0.88021,                0.75973,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018254,             0.00018254,             0.00018254
                     20,                 0.9799,                0.85594,                0.75344,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016875,             0.00016875,             0.00016875
                     21,                0.99513,                0.93268,                0.76147,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00015495,             0.00015495,             0.00015495
                     22,                0.97941,                0.88025,                0.75762,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00014116,             0.00014116,             0.00014116
                     23,                0.96109,                0.83239,                0.75715,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00012737,             0.00012737,             0.00012737
                     24,                0.94857,                0.80444,                0.74849,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00011358,             0.00011358,             0.00011358
                     25,                0.94777,                0.79746,                0.74764,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             9.9787e-05,             9.9787e-05,             9.9787e-05
                     26,                0.92746,                0.76566,                0.74947,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.5995e-05,             8.5995e-05,             8.5995e-05
                     27,                0.90571,                0.75054,                0.74334,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             7.2204e-05,             7.2204e-05,             7.2204e-05
                     28,                0.91769,                   0.73,                0.74332,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.8412e-05,             5.8412e-05,             5.8412e-05
                     29,                0.89842,                0.71899,                0.73949,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              4.462e-05,              4.462e-05,              4.462e-05
                     30,                0.88897,                0.69915,                0.74756,                0.83213,                0.66485,                0.74081,                0.50324,                0.89754,                0.48128,                0.72479,             3.0828e-05,             3.0828e-05,             3.0828e-05
