                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4878,                  5.588,                0.94402,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001385,              0.0001385,              0.0001385
                      2,                 1.3423,                 3.7262,                0.88961,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026931,             0.00026931,             0.00026931
                      3,                 1.2753,                   2.94,                0.89188,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038948,             0.00038948,             0.00038948
                      4,                 1.1827,                 2.5435,                0.88746,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038948,             0.00038948,             0.00038948
                      5,                 1.1916,                 2.2682,                0.88474,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037571,             0.00037571,             0.00037571
                      6,                 1.1586,                 2.0113,                0.87866,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036195,             0.00036195,             0.00036195
                      7,                  1.138,                 1.8986,                0.87518,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034819,             0.00034819,             0.00034819
                      8,                 1.1187,                 1.7542,                0.87216,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033443,             0.00033443,             0.00033443
                      9,                 1.1048,                 1.6244,                0.86685,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032066,             0.00032066,             0.00032066
                     10,                 1.0855,                 1.4788,                0.87297,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003069,              0.0003069,              0.0003069
                     11,                 1.0671,                 1.4161,                0.87105,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029314,             0.00029314,             0.00029314
                     12,                 1.0693,                 1.3682,                0.86235,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027938,             0.00027938,             0.00027938
                     13,                 1.0531,                 1.2424,                0.85468,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026561,             0.00026561,             0.00026561
                     14,                  1.026,                 1.1884,                 0.8619,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025185,             0.00025185,             0.00025185
                     15,                 1.0371,                 1.1597,                0.85115,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023809,             0.00023809,             0.00023809
                     16,                  1.001,                 1.1016,                0.86036,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022433,             0.00022433,             0.00022433
                     17,                 1.0271,                 1.0803,                0.85601,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021056,             0.00021056,             0.00021056
                     18,                0.98517,                 1.0075,                0.85006,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001968,              0.0001968,              0.0001968
                     19,                0.96467,                0.96233,                0.84978,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018304,             0.00018304,             0.00018304
                     20,                 0.9813,                0.96597,                0.84885,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016928,             0.00016928,             0.00016928
                     21,                0.99435,                 1.0072,                0.85082,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00015551,             0.00015551,             0.00015551
                     22,                0.98656,                0.97077,                0.84799,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00014175,             0.00014175,             0.00014175
                     23,                0.97408,                0.92092,                0.84766,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00012799,             0.00012799,             0.00012799
                     24,                0.96841,                 0.8833,                0.84352,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00011423,             0.00011423,             0.00011423
                     25,                0.95331,                0.86967,                0.84223,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00010047,             0.00010047,             0.00010047
                     26,                0.94074,                0.84288,                0.83586,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.6703e-05,             8.6703e-05,             8.6703e-05
                     27,                0.92798,                0.83333,                0.84229,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              7.294e-05,              7.294e-05,              7.294e-05
                     28,                0.92521,                0.81033,                0.84014,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.9178e-05,             5.9178e-05,             5.9178e-05
                     29,                0.90873,                0.80199,                0.83729,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             4.5415e-05,             4.5415e-05,             4.5415e-05
                     30,                 0.9134,                0.78263,                0.83765,                 0.8286,                0.65492,                0.72758,                0.48261,                0.97136,                0.55966,                0.81576,             3.1653e-05,             3.1653e-05,             3.1653e-05
