                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.467,                 5.0821,                0.63635,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019981,             0.00019981,             0.00019981
                      2,                 1.3279,                 3.3266,                0.61252,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003885,              0.0003885,              0.0003885
                      3,                  1.243,                 2.6892,                0.61683,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003894,              0.0003894,              0.0003894
                      4,                 1.2044,                 2.3268,                 0.6105,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003894,              0.0003894,              0.0003894
                      5,                 1.1719,                 2.1023,                0.60318,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003756,              0.0003756,              0.0003756
                      6,                 1.1364,                 1.8635,                0.60436,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003618,              0.0003618,              0.0003618
                      7,                 1.1163,                 1.6735,                0.60524,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000348,               0.000348,               0.000348
                      8,                 1.0984,                 1.5985,                0.59929,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003342,              0.0003342,              0.0003342
                      9,                 1.0731,                 1.4567,                0.59862,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003204,              0.0003204,              0.0003204
                     10,                 1.0499,                 1.3447,                0.59596,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003066,              0.0003066,              0.0003066
                     11,                 1.0485,                 1.2514,                0.59819,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002928,              0.0002928,              0.0002928
                     12,                 1.0359,                  1.199,                0.59947,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000279,               0.000279,               0.000279
                     13,                 1.0221,                  1.135,                0.58833,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002652,              0.0002652,              0.0002652
                     14,                 1.0035,                 1.0553,                 0.5894,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002514,              0.0002514,              0.0002514
                     15,                 1.0269,                 1.0548,                0.59025,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002376,              0.0002376,              0.0002376
                     16,                0.98679,                0.98217,                0.58933,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002238,              0.0002238,              0.0002238
                     17,                0.99216,                 0.9559,                0.58328,                      0,                      0,                      0,                      0,                      0,                      0,                      0,                0.00021,                0.00021,                0.00021
                     18,                0.97328,                0.91776,                0.58911,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001962,              0.0001962,              0.0001962
                     19,                0.97115,                0.89238,                0.58384,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001824,              0.0001824,              0.0001824
                     20,                0.97637,                0.86956,                0.58245,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001686,              0.0001686,              0.0001686
                     21,                 0.9648,                0.88936,                0.58627,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001548,              0.0001548,              0.0001548
                     22,                0.95731,                0.86221,                0.57992,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000141,               0.000141,               0.000141
                     23,                0.92753,                0.82925,                0.57757,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001272,              0.0001272,              0.0001272
                     24,                0.93347,                 0.8091,                0.57707,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001134,              0.0001134,              0.0001134
                     25,                0.91696,                0.79279,                0.57733,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             9.9599e-05,             9.9599e-05,             9.9599e-05
                     26,                 0.9067,                0.76369,                0.57379,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.5799e-05,             8.5799e-05,             8.5799e-05
                     27,                0.89103,                0.74386,                0.57594,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             7.1999e-05,             7.1999e-05,             7.1999e-05
                     28,                0.88373,                0.73286,                 0.5722,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.8198e-05,             5.8198e-05,             5.8198e-05
                     29,                0.87459,                0.71624,                0.57312,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             4.4398e-05,             4.4398e-05,             4.4398e-05
                     30,                 0.8628,                0.70003,                0.56901,                 0.9486,                0.69384,                0.75076,                0.50936,                0.89152,                0.47406,                0.55607,             3.0598e-05,             3.0598e-05,             3.0598e-05
