                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1941,                 3.8954,                 1.0202,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00015532,             0.00015532,             0.00015532
                      2,                 1.1128,                 2.6606,                0.98961,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030203,             0.00030203,             0.00030203
                      3,                 1.0314,                 2.0443,                 0.9752,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003895,              0.0003895,              0.0003895
                      4,                 1.0236,                 1.8326,                0.97572,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003895,              0.0003895,              0.0003895
                      5,                0.98636,                 1.6212,                0.96252,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037576,             0.00037576,             0.00037576
                      6,                 0.9565,                 1.4863,                0.96586,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036201,             0.00036201,             0.00036201
                      7,                0.90485,                 1.3057,                0.95135,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034826,             0.00034826,             0.00034826
                      8,                0.89679,                 1.1919,                0.95403,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033451,             0.00033451,             0.00033451
                      9,                0.88385,                 1.1242,                0.95185,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032077,             0.00032077,             0.00032077
                     10,                0.88388,                 1.0666,                0.95434,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030702,             0.00030702,             0.00030702
                     11,                  0.877,                0.99362,                0.95067,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029327,             0.00029327,             0.00029327
                     12,                0.87361,                0.96936,                0.95193,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027952,             0.00027952,             0.00027952
                     13,                0.86915,                0.93334,                0.94373,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026578,             0.00026578,             0.00026578
                     14,                0.82909,                0.84745,                0.93758,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025203,             0.00025203,             0.00025203
                     15,                0.82771,                0.81198,                0.93576,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023828,             0.00023828,             0.00023828
                     16,                0.82333,                0.78778,                0.93738,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022453,             0.00022453,             0.00022453
                     17,                0.80667,                0.75146,                0.92748,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021079,             0.00021079,             0.00021079
                     18,                0.78655,                0.71835,                0.92732,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019704,             0.00019704,             0.00019704
                     19,                 0.7961,                0.71976,                0.93288,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018329,             0.00018329,             0.00018329
                     20,                0.78502,                0.69273,                0.92614,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016954,             0.00016954,             0.00016954
                     21,                0.79544,                0.73298,                0.93386,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00015579,             0.00015579,             0.00015579
                     22,                0.78615,                0.71319,                0.93601,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00014205,             0.00014205,             0.00014205
                     23,                0.76353,                0.66801,                0.92666,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001283,              0.0001283,              0.0001283
                     24,                 0.7562,                0.64466,                0.92598,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00011455,             0.00011455,             0.00011455
                     25,                0.76671,                0.65353,                0.92238,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001008,              0.0001008,              0.0001008
                     26,                0.74812,                 0.6121,                0.92089,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             8.7056e-05,             8.7056e-05,             8.7056e-05
                     27,                0.72992,                0.60242,                0.92299,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             7.3309e-05,             7.3309e-05,             7.3309e-05
                     28,                0.72861,                0.58541,                0.92134,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             5.9561e-05,             5.9561e-05,             5.9561e-05
                     29,                 0.7259,                 0.5785,                0.91367,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             4.5813e-05,             4.5813e-05,             4.5813e-05
                     30,                0.71982,                0.56227,                0.91778,                0.81908,                0.64308,                0.72088,                0.49739,                0.72055,                0.38391,                0.88661,             3.2066e-05,             3.2066e-05,             3.2066e-05
